"code","name","credit","lecture_hours","tutorial_hours","pratical_hours","discussion_hours","project_hours","pre_requisits","syllabus","ref_books","percent_course_attendance","percent_endsem","percent_midsem","percent_project","percent_quiz_1","percent_quiz_2","percent_lab_evaluation"
"CS420d","Randomized  Algorithms",4,3,0,0,0,0,"NIL","Tools and Techniques: Basic probability theory; randomized complexity theory; game-theoretic 
techniques; Markov, Chebyshev, and moment inequalities; limited independence; coupon collection 
and occupancy problems; tail inequalities and Chernoff bounds; conditional expectation and 
martingales; Markov chains and random walks; stable distributions; probability amplification and 
derandomization. [20L]
Applications: sorting and searching; data structures; combinatorial optimization and graph 
algorithms; geometric algorithms and linear programming; approximation and counting problems ; 
metric embedding; online and streaming algorithms; nearest neighbors, and clustering; number theoretic algorithms. [22L]","1. Motwani and Raghavan. Randomized Algorithms, Cambridge University Press, 1995. 
2. Mitzenmacher and Upfal. Probability and Computing: Randomized Algorithms and 
Probabilistic Analysis, Cambridge University Press, 1995.
3. William Feller. An introduction to Probability Theory and Its Applications, Volumes I and II, 
John Wiley, New York, 1968.
4. Patrick Billingsley. Probability and Measure, John Wiley and Sons, 1986.",10,40,20,10,5,5,10
"OE4M68","Nano finishing Science and Technology",3,20,0,0,0,0,"syllabus","syllabus","books",5,30,20,15,10,10,10
"CS8021","Information Retrival and Semantic Web",3,10,0,0,0,0,"","Syllabus","books",5,30,20,15,10,10,10
"OE2D05","Packaging Design and Branding",3,20,0,10,0,10,"","Syllabus","Book",5,30,20,15,10,10,10
"ME421b","Gas Turbine and  Propulsion",4,3,0,0,0,0,"NIL","1. Introduction: Propulsion, Air breathing engines, Rocket engines. [2 H]
2. Basic Principles and Fundamentals Equations: Reaction principle, Conservation of 
momentum, angular momentum and energy, Jet propulsion principle. [10 H]
3. Rocket propulsion: Specific impulse, effective exhaust velocity, thrust, momentum 
equation, single stage, multi stage, payload, nozzle area ratio. [7 H]
4. Aircraft gas turbine engine: Thrust, propulsive efficiency, engine components, Brayton 
cycle, components design. [5 H]
5. Parametric cycle analysis of ideal and real engines: Ideal and real ramjet, turbojet and
turbofan, optimum bypass and pressure ratios. [5 H]
6. Component performance: Inlet and diffuser pressure recovery, compressor and turbine 
efficiencies, burner efficiency and pressure loss, exhaust nozzle loss and mechanical 
efficiency of power shaft, performance analysis with variable specific heat. [6 H]
7. Engine performance analysis. [1 H]
8. Turbomachinery: Euler’s equation, axial and centrifugal compressors and axial and 
centrifugal turbines. [3 H]
9. Inlet, nozzle and combustor: Subsonic and supersonic inlets, exhaust nozzle and 
introduction to combustion systems, main and after burners. [3 H]","[1] Mattingly, J. D., ""Elements of Propulsion: Gas Turbines and Rockets"".
[2] Zucrow, M. J., “Principles of Jet Propulsion and Gas Turbines”, John Wiley& Sons.",10,40,20,10,5,5,10
"CS8022","Advanced Embedded System",3,3,0,2,0,0,"","test sylabus","test books",5,30,20,15,10,10,10
"OE3C34","Cyber Physical Systems",3,20,20,0,0,0,"","Syllabus","Book",5,30,20,15,10,10,10
"ME421c","Quality, Reliability  and Maintenance  Engineering",4,3,0,0,0,0,"NIL","QUALITY: Quality conception, quality of design, quality of conformance, cost of quality and 
value of quality, quality objectives, role of Statistical Quality Control (SQC) for fulfilment of 
quality objectives; organisation for quality factors influencing quality. In control process and out of 
control process, causes of deviations, chance causes and assignable causes. [8 H]
CONTROL CHARTS: General theory, charts for variables and standard deviation, fraction 
defectives and number of defects per unit. Process capability studies, Non-conventional control 
charts. [09 hr]
ACCEPTANCE SAMPLING: Elementary concepts, sampling by attributes, single and double 
sampling plans, use of Dodge Roming and Military standard sampling tables, construction and use 
of O.C. curves, introduction to sampling by variates, continuous sampling plans. [8 H]
RELIABILITY: Introduction, failure rate curve, life testing, relationship between constant failure 
rate, mean life and other failure rates. O.C. curve for stipulated life; Producer and consumer risk in 
life testing, sampling plans, MIL-STD procedures for failure sequential life testing plans. 
Reliability study analysis, synthesis of system reliability, design for reliability, measurement of 
reliability. [9 H]
MAINTENACE ENGINEERING: Machine health monitoring, preventive and predictive 
maintenance; condition based maintenance; maintenance planning and scheduling; Application of 
latest techniques like fibre optics, signature analysis, thermography in maintenance engineering; 
failure analysis of vital components like bearings; seals; gears etc; Maintenance strategies and 
computer aided maintenance. [8 H]","1. Reliability and Maintenance Engineering by RC Mishra
2. J. M. Juran& Frank M. Gryna : Quality Planning and Analysis Tata McGraw-Hill",10,40,20,10,5,5,10
"CS421b","Image Processing(CSE)",4,3,0,0,0,0,"NIL","Digital Image Fundamentals; [10H]
Image Enhancement in Spatial Domain: Gray Level Transformation, Histogram Processing, Spatial 
Filters; Image Transforms: Fourier Transform and their properties, Fast Fourier Transform, Other 
Transforms; Image Enhancement in Frequency Domain; [17H]
Color Image Processing; Image Restoration; Image Compression; [5H]
Morphological operators; Image Segmentation: edge detection, Hough transform, region based 
segmentation; Representation and Description.","1. Digital Image Processing R. C. Gonzalez and R. E. Woods, Third Edition, Pearson, 2012.
2. Image Processing,Analysis, and Machine Vision, M Sonka, V Hlavac, and R Boyle, Third
Edition, Thomson Engineering, 2007
3. Digital Image processing W. K. Pratt, third Edition, John Wiley & Sons Inc., 2001.
4. Fundamentals of Digital Image ProcessingAnil K. Jain, Pearson Education, 2006.",10,40,20,10,5,5,10
"DS1004","Representation Technique",4,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"EC422a","Nanophotonics and  Plasmonics",4,3,0,0,0,0,"NIL","Introduction to Photonics: Electromagnetic waves; light; Maxwell equations; Wave equation; 
Modes, laser sources, semiconductor quantum wells, photo detectors, quantum dots, nanowires, 
Dielectric optical waveguides, directional coupler, Machzehnder interferometer, Optical 
microresonators etc. [6 H] 
Photonic Crystals: Photonic bandgap (PGB). PBG structures, wave propagation, Construction 
methods, Applications: wave guides and photonic crystals fibres, optical microcavities, Photonic 
VLSI. [8 H]
Nanophotonics in metals: Electromagnetics of Metals, Electromagnetic Wave Propagation, 
Dielectric function and dispersion, Surface Plasmon polaritons, Single and multilayer systems, 
Exaction of surface Plasmon, plasmonic waveguides and resonators, localized surface plasmons, 
Nanoantennas. Metamaterials and Negative Index at Optical Frequencies, 
Transmission through apertures and films: Theory of Diffraction by Sub-Wavelength Aperture, 
Extraordinary Transmission, Directional Emission via Exit Surface Patterning, Localized Surface 
Plasmons and Light Transmission Through Single Apertures, Emerging Applications of 
Extraordinary Transmission, Transmission of Light Through a Film Without Apertures. [10 H]
Simulation and Design: Optical microresonators, guiding bending and splitting of light through 
photonic crystals, microcavity based MUX and DEMUX, photonic crystal fiber, plasmonic 
waveguides and resonators, Nanoantennas, Extraordinary transmission, Bull’s eye structures, 
Metamaterials. [12 H]","1. Fundamentals and Applications by Stefen A. Maer
2. Nanophotonics with Surface Plasmon by Vladimir M. Salaev
3. Photonic crystals:Molding the flow of light by J.D. Joannopoulos
4. Integrated Photonics: fundamentals by G. Lifante",10,40,20,10,5,5,10
"OE4M65","Biomedical Engineering: Fundamentals and Applications",3,20,0,0,0,0,"","Syllabus","books",5,30,20,15,10,10,10
"SM2007","Cyber Physical Production Systems",3,20,0,10,0,0,"","Syllabus","Book",5,30,20,15,10,10,10
"ME2005","Engineering Materials and Characterization",3,30,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"CS2006","Operating Systems",3,30,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"ME2006","Kinematics and Dynamics of Machines",4,30,10,20,0,0,"","syllabus","books",5,30,20,15,10,10,10
"EC207a","AI and its application",2,20,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"EC207b","Architecture of Cellular Systems",2,20,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"EC2008","Analog Integrated Circuit",4,30,0,20,0,0,"","syllabus","books",5,30,20,15,10,10,10
"ME2008","Fluid Mechanics and Machines",4,30,10,20,0,0,"","syllabus","books",5,30,20,15,10,10,10
"SM2008","Industrial Automation",3,20,0,20,0,0,"","syllabus","books",5,30,20,15,10,10,10
"EC421b","Image Processing",4,3,0,0,0,0,"NIL","Digital Image Fundamentals; [10H]
Image Enhancement in Spatial Domain: Gray Level Transformation, Histogram Processing, Spatial 
Filters; Image Transforms: Fourier Transform and their properties, Fast Fourier Transform, Other 
Transforms; Image Enhancement in Frequency Domain; [17H]
Color Image Processing; Image Restoration; Image Compression; [5H]
Morphological operators; Image Segmentation: edge detection, Hough transform, region based 
segmentation; Representation and Description. [10H]","1. Digital Image Processing R. C. Gonzalez and R. E. Woods, Third Edition, Pearson, 2012.
2. Image Processing,Analysis, and Machine Vision, M Sonka, V Hlavac, and R Boyle, Third
Edition, Thomson Engineering, 2007
3. Digital Image processing W. K. Pratt, third Edition, John Wiley & Sons Inc., 2001.
4. Fundamentals of Digital Image ProcessingAnil K. Jain, Pearson Education, 2006.",10,40,20,10,5,5,10
"OE3E35","Speech processing",3,20,20,0,0,0,"","Syllabus","books",5,30,20,15,10,10,10
"OE3D12","Communication Skills Management",3,20,0,0,10,0,"","Syllabus","books",5,30,20,15,10,10,10
"OE3D20","Industrial Design",3,10,0,10,0,0,"","Syllabus","books",5,30,20,15,10,10,10
"OE3M04","Computer Aided Manufacturing",3,20,0,0,0,0,"","Syllabus","Books",5,30,20,15,10,10,10
"EC422b","Application of Signal  and Image  Processing",4,3,0,0,0,0,"NIL","ECG: Cardiac electrophysiology, relation of electrocardiogram (ECG) components to cardiac 
events, clinical applications. [6 H] 
Speech Signals: The source-filter model of speech production,spectrographic analysis of speech.
 [6 H] 
Speech Coding: Analysis-synthesis systems, channel vocoders, linear prediction of speech, linear 
prediction vocoders. [5 H] 
Imaging Modalities: Survey of major modalities for medical imaging: ultrasound, X-ray, CT, MRI, 
PET, and SPECT. [5 H] 
MRI: Physics and signal processing for magnetic resonance imaging. [5 H] 
Surgical Applications: A survey of surgical applications of medical image processing. Image 
Segmentation: statistical classification, morphological operators, connected components. [5 H] 
Application of Signal and Image Processing in power and control systems and mobile robot using 
physiological signals. [10H]","1. Oppenheim, A. V., and R. W. Schafer, with J. R. Buck. Discrete-Time Signal Processing. 
2nd ed. Upper Saddle River, NJ: Prentice-Hall, 1999. ISBN: 9780137549207.
2. Karu, Z. Z. Signals and Systems Made Ridiculously Simple. Huntsville, AL: ZiZi Press, 
1995. ISBN: 9780964375215.
3. Duda, R., and P. Hart. Pattern Classification and Scene Analysis. New York, NY: John 
Wiley & Sons, 1973. ISBN: 9780471223610. 
4. Clifford, G., F. Azuajae, and P. McSharry. Advanced Methods and Tools for ECG Data 
Analysis. Norwood, MA: Artech House, 2006. ISBN: 9871580539661.
5. Rabiner, L. R., and R. W. Schafer. Digital Processing of Speech Signals. Upper Saddle 
River, NJ: Prentice-Hall, 1978. ISBN: 9780132136037.
6. Lim, J. S. Two-Dimensional Signal and Image Processing. Upper Saddle River, NJ: Prentice 
Hall, 1989. ISBN: 9780139353222.
7. Gonzalez, R., and R. E. Woods. Digital Image Processing. 2nd ed. Upper Saddle River, NJ: 
Prentice-Hall, 2002. ISBN: 9780201180756.",10,40,20,10,5,5,10
"EC422c","Renewal Energy System",4,3,0,0,0,0,"NIL","Introduction: Interrelationship between energy, ecology and environment, Overview of World/India 
Energy Scenario – Dis-aggregation by end-use, by supply; Fossil Fuel Reserves - Estimates, Duration. 
[3H] 
Solar Energy: Solar Radiation, availability, measurement and estimation, Solar Thermal Conversion Devices and Storage, Applications. Solar Photovoltaic conversion: Solar cells and its modelling, PV systems, Standalone, Grid connected solar power satellite, Calculation of energy through photovoltaic power generation. 
[12H]
Wind energy: Principles of wind energy conversion – Site selection considerations – Wind power plant 
design – Types of wind power conversion systems – Operation, maintenance and economics. [10H]
Mini / micro hydro power: classification of hydropower schemes, classification of water turbine, Turbine 
theory. [10H]
Biomass: generation, characterization, use as energy source, Introduction to the principles and operation 
of fuel cells, Ocean Thermal Energy Conversion. [6H]
Energy audit concepts. [1H]","1. J. A. Duffie and W. A. Beckman, Solar Engineering of Thermal Processes, second edition, John 
Wiley, New York, 1991.
2. J. Twidell and T. Weir, Renewable Energy Resources, E & F N Spon Ltd, London, 1986.
3. N. Kothari, Renewable Energy Sources and Emerging Technologies, PHI, Eastern Economy 
Edition, 2012
4. Boyle, Godfrey, Renewable Energy (2nd edition), Oxford University Press, 2004.",10,40,20,10,5,5,10
"ME422a","Smart Materials and  Structures",4,3,0,0,0,0,"NIL","Introduction to smart materials and their applications; Piezoelectric, magnetostrictive, and 
electrostrictive materials. Shape memory alloys, electrorheological and magnetorheological fluids.
 [10 H]
Piezoelectric Material Systems: Fundamentals of Piezoelectricity, Piezoelectric Actuators and 
Sensors: Principle, working and modeling; Piezoelectric Beams and Plates: Modeling and analysis.
 [8 H]
Shape Memory Alloys: Fundamentals of SMA Behavior; Constitutive Modeling, Actuation 
Models of Shape Memory Alloys; [8 H]
Electroactive Polymer Materials: Classification of Electroactive Polymers; Actuator and Sensor 
Equations of Ionomeric Polymer Transducers. [8 H]
Applications of Smart Materials such as Energy Harvesting, MEMS and NEMS, Active vibration 
Control","1. Vijay K. Varadan, K. J. Vinoy, S. Gopalakrishnan, Smart Material Systems and MEMS: 
Design and Development Methodologies, Wiley, 2006
2. Donald J. Leo, Engineering analysis of smart material systems, John Wiley Sons, Inc., 
2007.
3. A V Srinivasan and D Michael McFarland, “Smart Structures – Analysis and Design,” 
Cambridge University Press, 2001.
4. Inderjit Chopra and Jayant Sirohi, Smart Structures Theory, Cambridge University 
Press, 2014.",10,40,20,10,5,5,10
"NS1001","Mathematics-I",4,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"CS416c","Cyber Security",0,4,0,0,0,0,"NIL","Security Concepts and Mechanisms: Overview of Networking Concepts, Information Security Concepts, 
Security Threats and Vulnerabilities, Cryptography [10H]
Security Management: Security Management Practices, Security Laws and Standards [11H]
Information and Network Security: Access Control and Intrusion Detection, Server Management and 
Firewalls, Security for VPN and Next Generation Technologies [11H]
System and Application Security: Security Architectures and Models, System Security, OS Security [10H]","1. Mike Shema, Anti-Hacker Tool Kit, Mc Graw Hill, 4th
 edition, 2014.
2. Nina Godbole and Sunit Belpure, Cyber Security Understanding Cyber Crimes, Computer Forensics and 
Legal Perspectives, Wiley, 2011
3. Dieter Gollmann , Computer Security, Wiley, 3rd Edition, 2011 
4. Ross Anderson , Security Engineering: A Guide to Building Dependable Distributed Systems, Wiley, 2nd 
Edition, 2008",10,40,20,10,5,5,10
"ME422b","Fault Diagnosis and  Prognosis for  Engineering Systems",4,3,0,0,0,0,"NIL","Introduction 
Historical Perspective, Diagnostic and Prognostic System Requirements, Designing in Fault 
Diagnostic and Prognostic Systems, Diagnostic and Prognostic Functional Layers. [4 H]
Systems approach to condition based maintenance/ prognostics health management 
Introduction, Trade Studies, Failure Modes and Effects Criticality Analysis (FMECA), System 
CBM Test-Plan Design, Performance Assessment, CBM/PHM Impact on Maintenance and 
Operations, Sensors, Sensor Placement. [8 H]
Signal processing and database management systems 
Signal Processing in CBM/PHM, Signal Preprocessing, Signal Processing, Vibration Monitoring 
and Data Analysis, Real-Time Image Feature Extraction and Defect/Fault Classification, The 
Virtual Sensor, Fusion or Integration Technologies, Usage-Pattern Tracking. [8 H]
Fault diagnosis 
The Diagnostic Framework, Historical Data Diagnostic Methods, Data-Driven Fault Classification 
and Decision Making, Dynamic Systems Modeling, Physical Model–Based Methods, Model-Based 
Reasoning, Case-Based Reasoning (CBR), Other Methods for Fault Diagnosis, A Diagnostic 
Framework for Electrical/Electronic Systems, Vibration-Based Fault Detection and Diagnosis for 
Bearings. [8 H]
Fault prognosis 
Model-Based Prognosis Techniques, Probability-Based Prognosis Techniques, Data-Driven 
Prediction Techniques. [8 H]
Fault diagnosis and prognosis performance metrics 
Introduction, CBM/PHM Requirements Definition, Feature-Evaluation Metrics, Fault Diagnosis 
Performance Metrics, Prognosis Performance Metrics, Diagnosis and Prognosis Effectiveness 
Metrics, Complexity/Cost-Benefit Analysis of CBM/PHM Systems. [6 H]","[1] Intelligent Fault Diagnosis and Prognosis for Engineering Systems, George Vachtsevanos, Frank L. 
Lewis, Michael Roemer, Andrew Hess, Biqing Wu, John Wiley and Sons Ltd.
[2] Randall. R.B., Vibration-Based Condition Monitoring: Industrial, Aerospace and 
Automotive Applications, Wiley, United Kingdom, 2011.
[3] Bo-Suk Yang, Introduction of Intelligent Machine Fault Diagnosis and Prognosis, Nova 
Science Pub Inc.
[4] Mobley, R. Keith, An Introduction to Predictive Maintenance, Butterworth-Heinemann.
[5] Rolf Isermann, Fault-Diagnosis Applications: Model-Based Condition Monitoring: 
Actuators, Drives, Machinery, Plants, Sensors, and Fault-tolerant Systems, Springer-Verlag 
Berlin and Heidelberg GmbH & Co. KInderjit Chopra and Jayant Sirohi, Smart Structures 
Theory, Cambridge University Press, 2014.",10,40,20,10,5,5,10
"ME422c","Robot Kinematics  and Dynamics",4,3,0,0,0,0,"NIL","1. Introduction to Robotics [2 H]
Introduction to robotics, history of robotics, current research in robotics around the world, 
classification of Robotics
2. Coordinate Frames, Mapping and Transforms [4 H ]
Coordinate frames, description of objects in space, transformation of vectors, fundamental 
rotation matrices, composition of rotations, the axis-angle representation, homogeneous 
transformations.
3. Direct Kinematic Model [4 H]
Forward kinematics, Denavit-Hartenberg Notation, examples of forward kinematics.
4. The Inverse Kinematics [4 H]
Inverse kinematics, workspace, solvability, closed form solutions, algebraic vs. geometric solution, 
solution by a systematic approach.
5. Manipulator Differential Motion and Statics [4 H ] 
Linear and angular velocity of a rigid body, relationship between transformation matrix and 
angular velocity, manipulator Jacobian, Jacobian inverse, Jacobian singularities, redundancy
6. Dynamic Modeling [4 H]
Largrangian mechanics, two degree of freedom manipulator, dynamic model, Lagrange- Euler 
formulation, Newton-Euler formulation, inverse dynamics.","[1] Saha S.K., “Introduction to Robotics”, McGraw Hill Book Publishing Ltd. Third Edition, 
2008 
[2] Craig J.J., “Introduction to Robotics: Mechanics and Control”, Pearson Education India, First Edition, 2010
[3] Fu K.S., Gonzalez R.C., and Lee C.S.G., “Robotics control, sensing, vision, and 
intelligence”, McGraw Hill Book Co., 1987.
[4] Klafter R.D., Chmielewski T.A. and Negin M., “Robot Engineering an Integrated 
approach”, Prentice Hall of India, New Delhi, 1994.
[5] Deb S.R., “Robotics Technology and Flexible Automation”, Tata McGraw-Hill Publishing 
Co., Ltd., 1994.
[6] Schilling, “Fundamentals of Robotics: Analysis and Control”, Pearson Education India
[7] Mark W. Spong, M. Vidyasagar, “Robot Dynamics and Control”, John Wiley
[8] Richard P. Paul, “Robot Manipulators: Mathematics, Programming and Control”, MIT 
Press.",10,40,20,10,5,5,10
"CS422a","Natural Language  Processing",4,3,0,0,0,0,"NIL","Basic Text Processing, Regular expression, sentence segmentation, word stemming. [2]
Language modeling problem, Hidden Markov models, N-gram models, parameter estimation, 
model evaluation, perplexity, smoothing. [5]
Text classification, Naïve Bayes and multinomial Naïve Bayes, Evaluation, Sentiment Analysis [5]
POS Tagging problems, Viterbi Algorithm for HMM, NER. [5]
The parsing problem, CFG and Probabilistic context-free grammars (PCFG), CKY Parsing 
algorithm, weaknesses of PCFGs, Lexicalized PCFG, [5]
Information Retrieval, Term-Document Incidence Matrices, The Inverted Index, Introducing 
Ranked Retrieval, Term Frequency Weighting, Inverse Document Frequency Weighting (10:16) , 
TF-IDF Weighting. [8]
Log-linear models, and their application to NLP problems like tagging, parsing [10]
Unsupervised and semi-supervised learning in NLP. [2]","1. Jurafsky and Martin, Speech and Language Processing 2nd Edition, Prentice Hall
2. Chris Manning and Hinrich Schütze, Foundations of Statistical Natural Language 
Processing, MIT Press. Cambridge, MA: May 1999.",10,40,20,10,5,5,10
"CS422b","Visual Cryptography  & Data Hiding",4,3,0,0,0,0,"NIL","Introduction, Visual Secret Sharing (VSS), Definition and construction. Naor and Shamir’s (k,n) 
VSS, Proof of correctness, Contrast and pixel expansion. Contrast bounds. [10 H]
Visual Cryptography for multiple secrets, XOR based Visual Cryptography, Chaotic map based 
techniques, Colour image VSS. [10 H]
Data hiding schemes, Characteristics of data hiding schemes: Security, Payload, Imperceptibility, 
Reversible data hiding schemes, Random grid based methods. [12 H]
Data Hiding Applications: Watermarking, Basic of watermarking schemes, Watermarking in 
images, audios and videos.","1. M. T. Raggo and C. Hosmer, Data Hiding: Exposing Concealed Data in
Multimedia, Operating Systems, Mobile Devices and Network Protocols, Elsevier,
2012.2. S. Clemato and C.-Y. Yang, Visual Cryptography and Secret Image Sharing, CRC
Press, 2012
3. Cox, M. Miller, J.Bloom, J. Fridrich, and T. Kalker, Digital Watermarking and Steganography, 
The Morgan Kaufmann Series in Multimedia Information and Systems, 2nd Edition, Morgan 
Kaufmann, 2007.",10,40,20,10,5,5,10
"CS422c","Model Thinking",4,3,0,0,0,0,"NIL","Why Model & Segregation/Peer Effects, Aggregation & Decision Models, Thinking Electrons: 
Modeling People & Categorical and Linear Models [10 H] 
Tipping Points & Economic Growth, Diversity and Innovation & Markov Processes, Lyapunov 
Functions & Coordination and Culture [10 H] 
Path Dependence & Networks, Randomness and Random Walks & Colonel Blotto, Prisoners' 
Dilemma and Collective Action & Mechanism Design [12 H] 
Learning Models: Replicator Dynamics & Prediction and the Many Model Thinker [10 H]","1. Mikael Krogerus, Roman Tschäppeler, Jenny Piening, Philip Earnhart, The Decision Book -
50 Models for Strategic Thinking, W. W. Norton & Company, 2012
2. Alexander Osterwalder and Yves Pigneur, Business Model Generation: A Handbook for 
Visionaries, Game Changers, and Challengers, Wiley, 2010.
3. Mikael Krogerus and Roman Tschäppeler, The Change Book: Fifty models to explain how 
things happen, Profile Books Ltd, Jan 2013",10,40,20,10,5,5,10
"CS1001","Introduction to Profession(cse)",4,30,10,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"HS304","Environmental Science",4,3,0,0,0,0,"NIL","Unit 1 : Multidisciplinary nature of environmental studies [2H]
Definition, scope and importance
Need for public awareness.
Unit 2 : Natural Resources :
Renewable and non-renewable resources :
Natural resources and associated problems.
a) Forest resources : Use and over-exploitation, deforestation, case studies. Timber 
extraction, mining, dams and their effects on forest and tribal people. 
b) Water resources : Use and over-utilization of surface and ground water, floods, 
drought, conflicts over water, dams-benefits and problems. 
c) Mineral resources : Use and exploitation, environmental effects of extracting and using 
mineral resources, case studies. 
d) Food resources : World food problems, changes caused by agriculture and overgrazing, 
effects of modern agriculture, fertilizer-pesticide problems, water logging, salinity, case 
studies. 
e) Energy resources : Growing energy needs, renewable and non renewable energy 
sources, use of alternate energy sources. Case studies. 
f) Land resources : Land as a resource, land degradation, man induced 
landslides, soil erosion and desertification. 
• Role of an individual in conservation of natural resources. 
• Equitable use of resoureces for sustainable lifestyles. 
[8 H]
Unit 3 : Ecosystems
 Concept of an ecosystem.
• Structure and function of an ecosystem. 
• Producers, consumers and decomposers. 
• Energy flow in the ecosystem. 
• Ecological succession. 
• Food chains, food webs and ecological pyramids.
• Introduction, types, characteristic features, structure and function of the following 
ecosystem:-
a. Forest ecosystem 
b. Grassland ecosystem 
c. Desert ecosystem 
d. Aquatic ecosystems (ponds, streams, lakes, rivers, oceans, estuaries) 
(6 H)
Unit 4 : Biodiversity and its conservation
• Introduction – Definition : genetic, species and ecosystem diversity. 
• Biogeographical classification of India 
• Value of biodiversity : consumptive use, productive use, social, ethical, aesthetic and 
option values 
• Biodiversity at global, National and local levels. 
Inida as a mega-diversity nation.
• Hot-sports of biodiversity. 
• Threats to biodiversity : habitat loss, poaching of wildlife, man-wildlife conflicts. 
• Endangered and endemic species of India 
• Conservation of biodiversity : In-situ and Ex-situ conservation of biodiversity. 
(8 H)
Unit 5 : Environmental Pollution
Definition
• Cause, effects and control measures of :-
a. Air pollution 
b. Water pollution 
c. Soil pollution 
d. Marine pollution 
e. Noise pollution 
f. Thermal pollution 
g. Nuclear hazards 
• Solid waste Management : Causes, effects and control measures of urban and industrial 
wastes. 
• Role of an individual in prevention of pollution. 
• Pollution case studies. 
• Diaster management : floods, earthquake, cyclone and landslides. 
(8 H)
Unit 6 : Social Issues and the Environment
• From Unsustainable to Sustainable development 
• Urban problems related to energy 
• Water conservation, rain water harvesting, watershed management 
• Resettlement and rahabilitation of people; its problems and concerns. Case Studies 
• Environmental ethics : Issues and possible solutions. 
• Climate change, global warming, acid rain, ozone layer depletion, nuclear accidents 
and holocaust. Case Studies. 
• Wasteland reclamation. 
• Consumerism and waste products. 
• Environment Protection Act. 
• Air (Prevention and Control of Pollution) Act. 
• Water (Prevention and control of Pollution) Act 
• Wildlife Protection Act 
• Forest Conservation Act 
• Issues involved in enforcement of environmental legislation. 
• Public awareness. 
(7 H)
Unit 7 : Human Population and the Environment
• Population growth, variation among nations 
• Population explosion – Family Welfare Programme. 
• Environment and human health. 
• Human Rights. 
• Value Education. 
• HIV/AIDS. 
• Women and Child Welfare. 
• Role of Information Technology in Environment and human health. 
• Case Studies. 
(6 H)
Unit 8 : Field work
• Visit to a local area to document environmental assetsriver/forest/grassland/hill/mountain 
• Visit to a local polluted site-Urban/Rural/Industrial/Agricultural 
• Study of common plants, insects, birds. 
• Study of simple ecosystems-pond, river, hill slopes, etc. (Field work Equal to 5 lecture 
hours) 
Unit 9: Hazard of Fireworks and ways of reducing them:","1. Agarwal, K.C. 2001 Environmental Biology, Nidi Publ. Ltd. Bikaner.
2. Bharucha Erach, The Biodiversity of India, Mapin Publishing Pvt. Ltd., Ahmedabad – 380 013, 
India, Email:mapin@icenet.net (R)
3. Brunner R.C., 1989, Hazardous Waste Incineration, McGraw Hill Inc. 480p
4. Clark R.S., Marine Pollution, Clanderson Press Oxford (TB)
5. Cunningham, W.P. Cooper, T.H. Gorhani, E & Hepworth, M.T. 2001, Environmental 
Encyclopedia, Jaico Publ. House, Mumabai, 1196p
6. De A.K., Environmental Chemistry, Wiley Eastern Ltd.
7. Down to Earth, Centre for Science and Environment (R)
8. Gleick, H.P. 1993. Water in crisis, Pacific Institute for Studies in Dev.,Environment & Security. 
Stockholm Env. Institute Oxford Univ. Press. 473p
9. Hawkins R.E., Encyclopedia of Indian Natural History, Bombay NaturalHistory Society, 
Bombay (R)
10. Heywood, V.H & Waston, R.T. 1995. Global Biodiversity Assessment.Cambridge Univ. Press 
1140p.
11. Jadhav, H & Bhosale, V.M. 1995. Environmental Protection and Laws.Himalaya Pub. House, 
Delhi 284 p.
12. Mckinney, M.L. & School, R.M. 1996. Environmental Science systems &Solutions, Web 
enhanced edition. 639p.
13. Mhaskar A.K., Matter Hazardous, Techno-Science Publication (TB)
14. Miller T.G. Jr. Environmental Science, Wadsworth Publishing Co. (TB)
15. Odum, E.P. 1971. Fundamentals of Ecology. W.B. Saunders Co. USA, 574p
16. Rao M N. & Datta, A.K. 1987. Waste Water treatment. Oxford & IBH Publ.Co. Pvt. Ltd. 345p.
17. Sharma B.K., 2001. Environmental Chemistry. Geol Publ. House, Meerut
18. Survey of the Environment, The Hindu (M)
19. Townsend C., Harper J, and Michael Begon, Essentials of Ecology, Blackwell Science (TB)",10,40,20,10,5,5,10
"OE2C01","NoSQL Databases",3,30,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"OE2C02","Discrete Structures",3,30,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"OE2D06","Interface Design",3,20,0,20,0,0,"","syllabus","books",5,30,20,15,10,10,10
"OE2S09","Management concept and technology",3,30,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"NS2001","Biology for Engineers",2,20,0,0,0,0,"","syllabus","books",5,30,20,15,10,10,10
"IT2C02","Embedded System Lab",2,0,0,20,0,0,"","syllabus","books",5,30,20,15,10,10,10
